transaction_id,user_id,merchant_id,transaction_time,amount_inr,payment_method,status,risk_score
TXN100403,152,24,2026-01-04 20:58:00,149,UPI,chargeback,78
TXN100404,245,10,2026-01-08 07:08:00,799,Wallet,captured,58
TXN100405,213,36,2026-01-24 19:23:00,49,Wallet,captured,60
TXN100406,341,14,2026-01-25 17:51:00,99,Netbanking,captured,97
TXN100407,306,6,2026-01-08 21:48:00,149,Netbanking,captured,67
TXN100408,186,5,2026-01-15 16:45:00,499,UPI,captured,72
TXN100409,281,33,2026-01-04 01:53:00,4999,UPI,captured,25
TXN100410,85,21,2026-01-19 17:09:00,99,UPI,captured,66
TXN100411,106,38,2026-01-15 03:43:00,499,UPI,captured,62
TXN100412,29,30,2026-01-03 16:28:00,149,Netbanking,captured,16
TXN100413,289,4,2026-01-17 13:29:00,1499,Card,captured,71
TXN100414,158,2,2026-01-15 21:51:00,1499,Card,captured,50
TXN100415,112,38,2026-01-09 00:47:00,49,UPI,captured,9
TXN100416,33,35,2026-01-02 13:22:00,299,Card,failed,7
TXN100417,242,3,2026-01-30 02:59:00,49,UPI,captured,36
TXN100418,70,27,2026-01-14 05:49:00,149,UPI,captured,47
TXN100419,194,25,2026-01-29 12:28:00,49,Wallet,captured,10
TXN100420,277,9,2026-01-22 21:55:00,799,UPI,captured,83
TXN100421,92,35,2026-01-28 11:07:00,49,UPI,captured,50
TXN100422,115,1,2026-01-17 04:46:00,149,Wallet,captured,96
TXN100423,345,35,2026-01-01 09:29:00,499,Card,captured,54
TXN100424,118,16,2026-01-18 12:52:00,49,UPI,captured,58
TXN100425,97,8,2026-01-12 04:17:00,99,Netbanking,captured,4
TXN100426,315,2,2026-01-26 21:26:00,299,Wallet,captured,30
TXN100427,305,3,2026-01-07 02:06:00,299,UPI,captured,57
TXN100428,25,16,2026-01-20 21:45:00,299,UPI,captured,94
TXN100429,120,35,2026-01-02 12:28:00,49,UPI,captured,27
TXN100430,258,19,2026-01-25 01:08:00,49,Wallet,captured,29
TXN100431,164,37,2026-01-27 23:36:00,799,UPI,captured,76
TXN100432,165,16,2026-01-25 21:52:00,49,Wallet,captured,38
TXN100433,267,15,2026-01-29 04:42:00,49,Netbanking,captured,52
TXN100434,286,38,2026-01-10 08:03:00,299,Wallet,captured,94
TXN100435,348,28,2026-01-30 05:40:00,499,Card,captured,71
TXN100436,330,25,2026-01-16 01:22:00,799,UPI,captured,100
TXN100437,214,27,2026-01-17 10:44:00,299,Card,captured,19
TXN100438,276,31,2026-01-10 12:11:00,499,UPI,captured,30
TXN100439,74,30,2026-01-28 07:19:00,49,UPI,captured,7
TXN100440,286,34,2026-01-18 13:26:00,49,Card,captured,17
TXN100441,105,22,2026-01-13 07:16:00,4999,UPI,captured,82
TXN100442,190,6,2026-01-03 14:54:00,799,Wallet,captured,68
TXN100443,138,25,2026-01-24 06:03:00,299,Wallet,captured,86
TXN100444,38,13,2026-01-20 19:02:00,4999,Netbanking,captured,97
TXN100445,287,14,2026-01-19 23:42:00,99,Wallet,captured,61
TXN100446,8,14,2026-01-07 10:19:00,49,UPI,captured,24
TXN100447,246,16,2026-01-24 03:47:00,1499,Wallet,captured,89
TXN100448,204,16,2026-01-20 22:13:00,149,UPI,captured,70
TXN100449,239,35,2026-01-11 09:24:00,4999,UPI,captured,83
TXN100450,185,33,2026-01-12 09:16:00,299,UPI,captured,63
TXN100451,241,21,2026-01-15 03:51:00,299,Card,captured,26
TXN100452,24,37,2026-01-12 10:26:00,149,UPI,captured,28
TXN100453,134,36,2026-01-24 04:01:00,1499,UPI,captured,74
TXN100454,152,10,2026-01-19 23:26:00,499,Wallet,captured,25
TXN100455,292,16,2026-01-11 07:24:00,499,Netbanking,captured,63
TXN100456,173,17,2026-01-18 20:43:00,99,Netbanking,captured,97
TXN100457,329,32,2026-01-27 15:46:00,1499,UPI,captured,58
TXN100458,181,11,2026-01-06 23:50:00,1499,UPI,captured,17
TXN100459,95,35,2026-01-24 17:31:00,149,Wallet,captured,82
TXN100460,39,4,2026-01-02 16:02:00,149,Netbanking,captured,97
TXN100461,323,15,2026-01-01 13:08:00,499,UPI,captured,8
TXN100462,112,33,2026-01-23 04:00:00,49,Netbanking,captured,58
TXN100463,327,40,2026-01-12 01:39:00,99,UPI,captured,61
TXN100464,4,35,2026-01-22 15:01:00,299,UPI,captured,70
TXN100465,272,18,2026-01-14 00:01:00,149,UPI,captured,68
TXN100466,346,28,2026-01-10 00:32:00,499,UPI,captured,22
TXN100467,77,16,2026-01-04 03:33:00,49,Wallet,captured,24
TXN100468,182,18,2026-01-20 16:16:00,149,Card,captured,50
TXN100469,236,37,2026-01-03 11:25:00,299,Card,captured,31
TXN100470,42,3,2026-01-23 07:19:00,49,UPI,captured,11
TXN100471,283,31,2026-01-13 12:24:00,299,Netbanking,captured,7
TXN100472,88,6,2026-01-21 00:44:00,49,UPI,captured,63
TXN100473,170,37,2026-01-28 13:41:00,99,UPI,failed,12
TXN100474,22,15,2026-01-29 16:58:00,49,Netbanking,captured,27
TXN100475,291,31,2026-01-29 22:56:00,49,Netbanking,failed,34
TXN100476,144,35,2026-01-02 02:43:00,1499,UPI,captured,72
TXN100477,162,2,2026-01-22 01:11:00,299,Wallet,captured,26
TXN100478,204,5,2026-01-19 04:48:00,49,UPI,captured,38
TXN100479,291,25,2026-01-06 18:15:00,99,Wallet,captured,86
TXN100480,197,9,2026-01-29 17:21:00,49,Wallet,failed,88
TXN100481,178,4,2026-01-24 02:32:00,1499,UPI,captured,12
TXN100482,39,22,2026-01-14 07:53:00,799,Netbanking,captured,77
TXN100483,204,21,2026-01-25 19:38:00,299,Wallet,captured,3
TXN100484,231,32,2026-01-21 08:50:00,299,UPI,captured,29
TXN100485,222,12,2026-01-12 17:24:00,499,Wallet,failed,87
TXN100486,44,40,2026-01-19 21:24:00,499,UPI,captured,37
TXN100487,38,6,2026-01-26 07:45:00,49,Wallet,captured,34
TXN100488,325,10,2026-01-05 12:45:00,49,Netbanking,chargeback,94
TXN100489,55,6,2026-01-13 10:23:00,1499,Card,captured,0
TXN100490,139,7,2026-01-10 14:23:00,499,Card,captured,16
TXN100491,230,36,2026-01-03 05:27:00,99,Wallet,captured,71
TXN100492,14,6,2026-01-17 13:06:00,799,Card,captured,45
TXN100493,307,21,2026-01-18 02:38:00,799,UPI,captured,49
TXN100494,199,6,2026-01-01 09:26:00,49,UPI,captured,92
TXN100495,125,37,2026-01-29 17:57:00,149,Wallet,captured,66
TXN100496,87,9,2026-01-06 21:24:00,149,UPI,captured,34
TXN100497,75,5,2026-01-10 08:31:00,99,UPI,captured,21
TXN100498,154,31,2026-01-14 08:26:00,499,Wallet,captured,100
TXN100499,127,32,2026-01-03 11:16:00,149,Card,captured,76
TXN200000,351,7,2026-01-30 06:00:00,1999,Card,chargeback,79
TXN200001,352,40,2026-01-11 12:00:00,4999,Card,chargeback,95
TXN200002,353,28,2026-01-21 14:00:00,1999,Card,chargeback,79
TXN200003,354,13,2026-01-21 19:00:00,4999,Card,chargeback,80
TXN200004,355,19,2026-01-16 12:00:00,4999,Card,chargeback,100
TXN200005,356,25,2026-01-29 07:00:00,2999,Card,chargeback,96
TXN200006,357,37,2026-01-23 11:00:00,1999,Card,chargeback,88
TXN200007,358,36,2026-01-28 05:00:00,999,Card,chargeback,100
TXN200008,359,29,2026-01-25 22:00:00,2999,Card,chargeback,96
TXN200009,360,32,2026-01-13 13:00:00,1999,Card,chargeback,90
TXN200010,361,10,2026-01-20 07:00:00,4999,Card,chargeback,95
TXN200011,362,39,2026-01-23 02:00:00,4999,Card,chargeback,88
TXN200012,363,27,2026-01-23 17:00:00,999,Card,chargeback,95
TXN200013,364,39,2026-01-22 22:00:00,999,Card,chargeback,73
TXN200014,365,23,2026-01-18 21:00:00,1999,Card,chargeback,90
TXN300000,314,26,2026-01-02 18:00:00,399,Card,failed,87
TXN300001,314,7,2026-01-02 18:01:00,299,Card,failed,66
TXN300002,314,17,2026-01-02 18:02:00,299,Card,failed,92
TXN300003,314,34,2026-01-02 18:03:00,499,Card,captured,74
TXN300004,229,30,2026-01-12 12:00:00,499,Card,failed,92
TXN300005,229,10,2026-01-12 12:01:00,399,Card,failed,61
TXN300006,229,31,2026-01-12 12:02:00,299,Card,failed,78
TXN300007,229,27,2026-01-12 12:03:00,299,Card,captured,67
TXN300008,73,22,2026-01-12 09:00:00,399,Card,failed,73
TXN300009,73,34,2026-01-12 09:01:00,399,Card,failed,82
TXN300010,73,31,2026-01-12 09:02:00,299,Card,failed,88
TXN300011,73,29,2026-01-12 09:03:00,399,Card,captured,64
TXN300012,154,8,2026-01-02 22:00:00,299,Card,failed,81
TXN300013,154,7,2026-01-02 22:01:00,499,Card,failed,70
TXN300014,154,16,2026-01-02 22:02:00,499,Card,failed,71
TXN300015,154,36,2026-01-02 22:03:00,299,Card,captured,81
TXN300016,287,15,2026-01-14 14:00:00,399,Card,failed,71
TXN300017,287,12,2026-01-14 14:01:00,499,Card,failed,87
TXN300018,287,26,2026-01-14 14:02:00,299,Card,failed,72
TXN300019,287,29,2026-01-14 14:03:00,499,Card,captured,87
TXN300020,200,14,2026-01-01 22:00:00,299,Card,failed,77
TXN300021,200,5,2026-01-01 22:01:00,499,Card,failed,66
TXN300022,200,35,2026-01-01 22:02:00,299,Card,failed,83
TXN300023,200,21,2026-01-01 22:03:00,299,Card,captured,89
TXN300024,59,32,2026-01-09 21:00:00,499,Card,failed,80
TXN300025,59,39,2026-01-09 21:01:00,399,Card,failed,85
TXN300026,59,38,2026-01-09 21:02:00,299,Card,failed,82
TXN300027,59,23,2026-01-09 21:03:00,399,Card,captured,71
TXN300028,345,40,2026-01-23 09:00:00,499,Card,failed,65
TXN300029,345,9,2026-01-23 09:01:00,399,Card,failed,67
TXN300030,345,16,2026-01-23 09:02:00,399,Card,failed,67
TXN300031,345,12,2026-01-23 09:03:00,399,Card,captured,69
